sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
ADGRG3	6.381813	10.624274	14.272775	7.400712	15.526012	14.748346	28.364049	23.833904
ADGRG4	0.0265967	0.0343711	0.0087213	0.065073	0.0112104	0.0713459	0.00857075	0.0377763
ADGRG5	10.4418	34.0337	8.84429	29.34	13.295	22.6738	11.2326	13.6223
ADGRG6	0.698235	0.833948	0.686912	0.430964	0.993372	2.33441	1.53206	2.965078
ADGRG7	0	0	0	0.148957	0	0.217176	0	0
ADGRL1	3.03545388999	2.524850268779	2.26093980944	3.009275568354	2.1015926	4.430324404	3.041321	4.612634
ADGRL2	0.494377	0.6043571	0.6344282	0.738905	1.823068	3.99368	1.263478	3.73304
ADGRL3	0.26652869	0.2386749069	0.177099963387	0.279831543	0.588238150790112	2.952238768	0.7203089591	2.325836564977
ADGRL4	1.04534	0.60385	0.941013	0.696764	2.30699	6.30188	1.63897	6.16083
ADGRV1	0.00404097	0.00391602	0	0.00424355	0	0.0121845	0.00780484	0
ADH7	0.66119	0.525188	0.650969	0.310227	0.304446	0.488165	0.0587757	0.260077
ADHFE1	0.549131	0.355242	0.1801720106076	0.5218700632814	0.405454	0.509701	0.490636	0.59144
ADI1	21.4643	15.8959	17.8895	15.3158	19.3285	29.8927	17.9063	29.0837
ADIG	0.314912	0.15339	0.155287	0.157891	0	0	0	0
ADIPOQ	0	0	0.088563	0.0919745	0.34182	0	0.177015	0
ADIPOR1	60.9201	77.0887	65.0779	82.9473	230.616	173.605	309.054	135.768
ADIPOR2	33.0991	41.6079	27.6024	38.0611	30.8761	32.5881	29.8828	35.7733
ADIRF	23.1889	23.5192	19.7865	37.1833	9.30257	30.9195	17.0763	32.3239
ADISSP	22.248092	59.173174	19.621123	38.38628	31.635882	30.21971	21.424284	28.53544
ADK	43.733904	28.184684	37.258026	32.202628	31.52743	55.296917	32.606825	52.199838
ADM	1.12156	3.71553	1.36417	2.24331	2.59012	3.2182	1.80869	3.21708
ADM2	6.61022	8.63525	3.96861	5.47207	7.72527	3.90981	2.95685	3.39589
ADNP	27.22328	38.754069	17.63269	31.61314	18.84933	27.440394	18.11663	25.320160777253
ADNP2	4.1	4.69416	2.09349	4.3933	1.73939	2.64008	2.03159	2.6179
ADO	12.5926	12.4381	6.95159	10.2145	10.2746	14.1868	6.70586	14.3113
ADORA1	2.2189864	2.404578	1.69215900166129	1.545796	1.984076	3.086239	4.396203	1.790675
ADORA2A	1.99683	3.37205	2.87506	3.49809	2.15254	1.49539	2.37419	3.1381
ADORA2B	5.8533	6.75404	6.44171	6.1677	4.62251	3.64091	1.95657	4.92926
ADORA3	2.94935	4.63425	8.60795	9.68189	4.31635	1.39499	9.19675	5.35754
ADPGK	44.95153	67.8006193	38.973767	41.443609	47.192395695721	41.847877	41.6255510239992	44.4046
ADPRH	12.568471	20.32323	10.38325	18.418591	9.61041	9.22171	7.74276	10.533895
ADPRHL1	0.0724213	0	0	0	0.275201	0	0.0710116	0.0786302
ADPRM	13.86479	22.8955	10.47884	15.36391	8.06766	16.27059	7.84054	14.0417
ADPRS	6.98942	10.46684	4.78518000632383	7.43284	8.833214	7.92652	5.624106	6.900896
ADRA1A	0.1174449	0.2377322	0.0795269	0.1909943	0.101392	0.1010336	0.0713888	0.1353912
ADRA1B	0.908851	1.25335	1.13005	2.67629	1.99814	3.34331	1.53931	3.55707
ADRA1D	3.84606	5.12189	3.19156	3.14082	0.435753	1.01411	0.445916	1.50704
ADRA2A	0.526726	0.920223	0.777783	0.980882	0.866879	1.17482	0.719872	1.25067
ADRA2B	0.561774	0.866693	0.443525	0.605046	0.936803	2.29292	0.792878	3.79631
ADRA2C	0.231693	0.0899334	0.136837	0	0.117309	0.0938526	0.225861	0.249588
ADRB1	0.731675	1.09279	0.631418	1.06831	0.777231	0.848539	1.10088	0.816894
ADRB2	10.6783	18.4349	9.76606	17.4432	6.41991	8.28776	7.45707	7.90394
ADRB3	0	0	0	0	0.0536778	0.171677	0.0826158	0.273801
ADRM1	82.773	101.816	79.2227	88.7105	77.6614	84.2219	72.8422	71.5644
ADSL	18.9459	32.6075	16.1286	20.5864	26.5625	22.3063	19.9968	18.0944
ADSS1	1.79476	2.36049	2.05195	3.04989	4.91148	4.46509	3.39505	4.94415
ADSS2	23.5583	38.0209	18.5997	20.8816	23.5356	44.1067	25.5184	44.4163
ADTRP	0.174162	0.169728	0.171795	0	0.219844	0	0	0
AEBP1	4.61318	5.74807	3.88151	6.93481	9.05293	10.9322	7.79523	15.098
AEBP2	17.6705	23.0128	10.679	17.785	14.0812	18.8892	12.39	18.8991
AEN	4.32523	4.51674	4.065879	5.52186	3.738512	4.182326	2.870794	4.25627
AFAP1	2.335947	3.397269	2.04881	2.92154355	4.460864	5.994475	2.80712	4.225007
AFAP1L1	0.9249939702	2.32752000089412	0.990576	1.763265	1.652767	2.222646	1.5643502	1.95994239
AFAP1L2	2.876714	3.03566	1.944745	3.00277	5.91281	9.22805	4.040129	5.65026
AFDN	5.19269173845507	7.24808071	4.14628006245056	8.5092871478069	7.85194880053531	9.5460218996	4.91357762486	9.21830050801143
AFF1	10.2557511493	21.974538	9.64714	26.433526	51.2693	44.84964	58.79812	32.82607
AFF2	4.382381	4.48382915	1.94876141048	2.734017130885	2.882865320213	3.608303	1.648385	4.712420525137
AFF3	3.054120395	2.737090362839	1.72587035577188	2.83915365	2.5307487	3.40655349	1.680265	3.755971
AFF4	12.585431192	10.851753418	6.6033693052	9.7490958755	7.5580300005935	12.8998400112074	7.4389065	13.7690188973
AFG1L	0.854998	1.7153746	0.726515	1.035919	1.442670731434	1.11629	1.35573	1.765015
AFG2A	10.1447	17.4175	9.5678	13.371744	14.509346	13.5209	12.6731	11.3421
AFG2B	4.90635	5.06189	2.64478	4.75134	5.77285	6.97516	3.85595	5.42903
AFG3L2	49.8129	62.2012	37.4224	48.9285	56.4145	56.0566	44.267	63.745
AFMID	6.5422	4.27137	1.88095	3.04989	9.23651	8.28392	15.787	8.76178
AFP	0	0	0	0.252751	0	0	0	0
AFTPH	21.18595	28.1398	16.06717	22.328787	15.20134	25.121293	15.620409	25.29363
AGA	75.276	64.628	89.8282	67.0486	39.1054	52.9421	41.8447	52.9977
AGAP1	9.83638457716919	8.8000123	7.9720531376345	9.9966573	7.5946	9.475368	6.480277	9.306543
AGAP2	16.6299	29.2576	13.1797	19.7066	23.5247	21.2918	18.6493	20.0819
AGAP3	23.652092	33.780576	22.176538	28.836815	42.57808	49.429985	47.53271	45.240585
AGBL1	0	0.0193529	0	0.0417162	0	0.0603552	0.0193439	0.0426658
AGBL2	0	0	0.0197979	0.0420518	0	0.0405636	0.0195012	0.0430132
AGBL3	0.0399909	0.038799	0	0.0415339	0.151832	0	0	0.386979
AGBL4	0	0	0.165036	0	0.0353638	0.169285	0.0271375	0
AGBL5	8.03641000534066	15.184811	9.628778	7.0948907	7.394147	7.20588	7.340723	7.219006208
AGER	11.7394	25.6694	12.6915	16.875	10.6578	9.61571	9.80426	8.31142
AGFG1	26.011604	35.331833	22.74165	27.636777	40.0555300951801	46.37044	35.925168	41.024736
AGFG2	18.55323	22.10134	11.24111	19.4442	11.98111	10.4978	10.69987	8.08675
AGGF1	8.57466	11.5092	6.26253	9.24216	5.56672	13.9035	6.50509	12.8658
AGK	11.35291	12.11146	6.80837	12.48076	12.61899	11.88331	10.36019	11.23305
AGL	3.88324	5.36324	2.57007	4.60163	3.38565	5.6248	4.21427	6.91174
AGMAT	1.33427	0.810191	9.85606	0.256424	3.38116	3.3155	2.95094	3.36119
AGMO	0	0.0771969	0.0783132	0.247932	0	0.44266	0.309811	0.470503
AGO1	11.37381	15.89642	7.65271	12.25842	7.25247	9.77783	6.05994	10.825773
AGO2	11.5589	14.9134	7.78249	11.276	22.9002	25.8255	19.3758	19.6921
AGO3	1.445864	1.561175144	0.735817	2.013202	0.752153	1.906561	0.861151	1.40564
AGO4	0.879746	0.497526	0.404865322	1.07304	0.49311	0.992777	0.692448	1.294041
AGPAT1	49.19493	74.28165	49.3333	48.31013	53.24503	48.47757	59.60752	48.89918
AGPAT2	24.1911	41.5297	29.0355	31.9902	19.6427	18.1966	15.3455	16.2325
AGPAT3	58.2319	77.63931	58.8795	71.16179	69.21629	76.46486	79.6702514664	69.51108
AGPAT4	25.09186	29.02792	22.2138	21.24016	19.10519	12.10037198118	13.69801	13.36371269
AGPAT5	27.2403	38.4482	24.0709	29.6726	50.4515	53.0818	49.3751	38.9755
AGPS	7.35039	9.88218	4.95244	7.08261	5.49671	9.73758	5.88126	11.6777
AGR2	0	1.17125	1.42336	0.235684	0	0	0	0
AGRN	2.66196	6.75418	2.60822	3.632101	19.8131462	18.838403	20.926246	15.817375
AGRP	13.233857	12.554473	11.021986	10.041543	3.7615	5.8608	3.19014	4.874301
AGT	2.27239	4.59808	2.53977	0.906543	9.08611	19.0576	13.6184	20.2276
AGTPBP1	3.764826622	3.767674	2.201925	4.37905	3.139531	5.18354	4.16057	6.31196
AGTR1	0.0802734	0.394601	0.11851	0.12505	1.676253	1.948828	1.17217	2.58198
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	27.6918	35.1337	28.518	35.8043	42.6497	31.8059	68.9481	44.609
AGXT	0	0	0	0	0.930244	1.90033	2.2887	2.60551
AGXT2	0.0531082	0	0	0	0.739587	0.915396	1.14069	0.745243
AHCTF1	13.8191	15.5847	8.02434	13.305292	10.818	16.762047	10.448024	19.34238
AHCY	182.393	178.954	160.703	147.869	140.601	124.623	119.619	127.441
AHCYL1	71.51075	78.433192	48.897108	64.1389	50.7874	69.0967	40.8113	73.8692
AHCYL2	8.06483305448052	10.04195	6.812956	7.998593745	5.34472005	7.59431	4.4093674	9.3904324332
AHDC1	3.777658	6.875169	3.13783	4.08529	4.45627	5.903318	4.00203	4.644834
AHI1	1.93196	1.355756209	0.6869591288201	1.155641	0.559931	1.8621649	1.0275771	1.7025805
AHNAK	8.03223	10.7505	7.56297	14.2625	13.5406	24.5394	15.3341	20.2474
AHNAK2	0.0745135	0.223847	0.0513064	0.093908	0.178996	0.202197	0.212264	0.138696
AHR	4.04291	7.33548	3.71446	7.07793	2.86497	7.36744	3.21378	7.52278
AHRR	1.45294	2.4549	0.688681	1.78092	0.136257	0.818521	0.735641	0.232397
AHSA1	102.362	153.05	121.665	101.964	146.943	148.789	89.0487	138.762
AHSA2P	31.9691	52.2829	38.9315	27.173	49.0751	71.042	31.0502	61.7321
AHSG	1.01811	0.0617819	0.438561	0.721735	10.2338	16.2243	15.9412	18.2595
AHSP	4.17012	4.37581	4.90432	2.57134	1675.58	1543.7	2618.7	1060.19
AICDA	88.0764	64.3752	25.3674	38.6493	104.71	21.1172	33.3101	63.051
AIDA	28.9277	30.2925	22.5591	25.3344	22.6177	20.2412	16.7377	26.3952
AIF1	14.916907	22.060676	18.4455	19.733572	37.451128	42.779123	49.678328	61.87043
AIF1L	6.6716	12.3661	2.59692	9.97854	3.22631	9.58024	2.64941	9.85258
AIFM1	32.53532	38.834941	21.070226	29.74033379	33.90749	29.351453	23.89195	31.069502
AIFM2	22.8202	27.4311	22.2981	22.6164	20.8217	27.4532	21.5478	31.0815
AIFM3	0.0741347	0	0.145923	0.038532	0.86360521067	2.15264	1.18578	0.9218013
AIG1	0.970375	2.16099	0.786741	1.35642	3.46908	3.18538	1.95222	2.937566
AIMP1	7.24317	9.32462	5.07367	7.29368	7.29161	7.58522	6.63243	8.84164
AIMP2	31.0593	38.1077	28.88	27.8217	33.2082	34.9837	22.7368	32.6183
AIP	62.90319	101.90355	57.08928	85.50443	64.54993	69.71421	60.709466	73.09026
AIPL1	0	0	0	0	0	0	0	0
AIRE	0.109693	0.532373	0.0539943	0.226821	0.347197	0.166881	0.160703	0.177702
AIRIM	27.8578	33.5058	13.6688	15.0171	12.0999	16.2607	20.7053	13.9178
AJAP1	0	0.0392064	0	0.041964	0.153426	0.367914	0.354656	0.739798
AJM1	0.275608	0.300598	0.220317	0.234202	0.174291	0.225597	0.133468	0.183951
AJUBA	1.69908	1.62407	1.71961	2.53309	1.81161	3.69705	1.43629	2.46765
AK1	2.67776	4.59135	3.26767	5.28944	37.6758	35.1784	34.8598	27.3652
AK2	85.7473	96.87507	60.68738	75.05545	139.47142	120.3121	139.21759	116.51929
AK3	16.5068	20.942	14.7877	13.9689	13.1911	21.5168	16.1657	22.6422
AK4	0.554865	1.128044	0.136592	1.346196	0.678898	1.97478	1.15534	1.42946
AK5	0.129739	0.0251632	0.274299	0.135326	0.459564	1.1761	0.762259	2.4159
AK6	39.8306	56.3242	30.6137	42.1759	50.1211	52.7075	38.4468	64.4443
AK7	0.24045	0.122788	0.218014	0.098861	0.0400439	0.0639317	0.0307511	0.0678863
AK8	0.965945	2.75203	0.445572	2.07535	0.802025	0.518169	0.791648	0.679566
AK9	0.0146795	0.0426913	0.014442	0.0153648	0	0.0295639	0	0.0156644
AKAIN1	1.01167	1.49981	0.781865	0.61597	0.895182	2.14631	0.727677	1.236
AKAP1	15.94367	16.201266	11.9007782	14.00987	19.8194	20.0970198036	14.96697	18.97381
AKAP10	8.70993	11.8864	6.80943	9.43087	6.51397	8.44696	6.60299	9.0956
AKAP11	12.054693	16.98385	7.175932	12.434015	7.57349	13.04975	6.495962	12.9648711
AKAP12	0.51753	1.72906	0.758273	1.629174	1.5190402	2.72046	1.127375	1.581576
AKAP13	24.6126278132662	41.5769530014461	18.4198640414572	35.17212516658	36.8106500100598	33.6428072915519	39.9351400003431	29.6369300680016
AKAP14	0.850152	2.7389	1.64269	1.00917	0.284447	0.557148	0.438156	1.11848
AKAP17A	22.8336	22.9597	18.0868	24.3316	40.0804	29.1962	23.2509	25.9696
AKAP3	0	0	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	0
AKAP5	1.84251	1.399233	0.5932220130036	2.011813	0.996779	1.53563	1.309836	1.75666
AKAP6	0.1679075	0.13862723	0.1651677	0.2218867	0.361785	0.8247570557099	0.46270000268171	0.7281252
AKAP7	8.354726256	9.432738	3.2105213	9.010829	6.949563	16.2156389	11.12164903	14.786972
AKAP8	26.7201	32.1898	18.8311	30.0512	22.6765	32.5808	25.4781	26.564
AKAP8L	56.0405	93.4591	48.8695	74.898	59.7219	58.7861	71.0185	48.1357
AKAP9	6.1284606313	7.807452	4.199453	7.0982904526377	3.2624955223	6.1450740012945	3.48249255782821	6.06388705517
AKIP1	17.791439	35.65725	17.882254	16.784228	15.962276	20.101931	19.01846	19.468233
AKIRIN1	46.3314	58.5667	38.1729	41.6739	36.714	57.3371	37.596	59.0054
AKIRIN2	32.6369	50.9109	27.5075	35.8773	24.5651	27.0462	22.8172	27.1899
AKNA	35.7589300003782	67.252341	32.2457	55.2306	41.38818	40.97358	34.43379	32.867463
AKNAD1	0.0766413	0	0.0754299	0	0	0	0	0
AKR1A1	62.7955	70.59328	48.0567	57.27491	51.612131	44.32257	38.543649	54.47236
AKR1D1	0.104159	0	0	0.109637	1.40308	2.0188	2.16973	2.08936
AKR1E2	8.05301	9.96024	7.3917	10.2924	8.93004	4.11077	6.84883	6.59565
AKR7A2	44.9292	34.7931	32.1029	33.4602	45.2771	33.7618	28.1505	38.5334
AKT1	112.14976	138.831931	97.02227	146.51278	122.8261	112.2451	113.553592	128.68571
AKT1S1	12.65058	16.14887	13.180571	13.434681	12.721312	11.7121	11.799577	9.256761
AKT2	56.772393689988	89.926573	48.021807	72.28944174	62.14936	54.427556	49.2596040666	55.559727
AKT3	1.6021030920745	3.113170840901	1.22343	2.140690583042	2.051902057059	6.28796911113	3.083921	6.24689218
AKTIP	12.707125937	14.378107881739	9.57719556	10.290602087	5.261463	9.643028	6.68449500050883	14.122806
ALAD	5.160722	9.206101	4.32612	6.061561	130.2875	110.5086	191.5248	86.9504
ALAS1	26.0373	30.5386	19.6976	31.8559	37.5736	37.7298	48.7883	50.2485
ALAS2	1.51373	1.52043	0.744765	1.21198	406.74	283.952	457.712	254.188
ALB	1.93299	0	0.169118	0.222861	148.639	225.759	216.828	222.024
ALCAM	11.20846	10.020385	6.65895	9.982523	4.802563	7.68797	4.791331	11.213595
ALDH16A1	16.10358	22.2342	11.572526	14.12061	31.7071	36.2411	31.309813	26.8534
ALDH18A1	26.64847	25.16432	15.6373	19.94819	18.89795	19.64006	17.03254	19.34028
ALDH1A1	29.152	16.9947	14.7539	24.1163	17.8709	36.1573	37.903	39.0627
ALDH1A2	5.99825	14.3086	10.7182	7.78783	0.212459	1.04062	0.325822	0.898586
ALDH1A3	14.0704	25.2668	17.0711	21.9339	1.68173	5.69733	4.46876	5.00017
ALDH1B1	67.0094	119.189	34.1616	72.4858	107.532	54.3139	37.4717	49.0406
ALDH1L1	0	0.102553	0.260146	0.551435	1.6054	2.05419	1.33422	2.29312
ALDH1L2	0.0272507	0.105711	0.0536303	0.0568256	0.0344753	0.110009	0.238069	0.291881
ALDH2	95.0762	166.015	142.254	114.21	312.275	223.433	396.249	253.116
ALDH3A2	20.697025	30.849911	15.234065	19.4993	13.19102	22.254058	16.006325	23.879243
ALDH3B1	1.25951	1.44495	0.845444	1.53782	3.17316	4.29696	2.64339	4.07478
ALDH4A1	15.5412	22.8916	11.6285	12.7032	17.0639	19.4284	13.1987	11.8828
ALDH5A1	8.67636	10.3128	5.29338	8.43513	9.11052	9.20667	11.2155	11.1393
ALDH6A1	8.83577	13.2503	11.7227	9.62539	5.68581	11.8962	7.16598	13.1097
ALDH7A1	20.0105	19.0773	20.5934	17.3154	26.2911	31.4945	21.2014	45.1283
ALDH8A1	1.10089	1.4637	0.321047	0.338694	1.18686	1.48499	1.27034	2.45558
ALDH9A1	41.2739	30.5358	21.0789	31.3867	66.4453	40.0922	69.3332	34.8079
ALDOA	175.0105	203.548	149.0743	201.005	244.4584	246.7465	288.8566	256.9654
ALDOB	0.389103	0.0539584	0	0.0574564	6.96825	11.99349	9.90316417443	9.5762393
ALDOC	6.10871	8.43212	5.51733	5.03913	7.73427	17.34	7.7199	11.1408
ALG1	20.98314	20.463319	21.57346	20.56023	14.2002	14.635368	13.030391	13.0809
ALG10	24.619	28.9411	21.8447	16.6977	19.4933	21.213	17.2907	19.962
ALG11	6.60741	7.77428	5.19383	6.2367	3.96586	6.81789	3.83535	7.23526
ALG12	35.58416	40.25549	29.09165	30.7616	33.5822	25.65307	25.207996	26.36544
ALG14	13.527512	12.462363	9.760983	7.794854	4.254562	8.157121	5.273240293131	9.143751
ALG2	36.0668	33.2808	40.1107	25.2077	17.0898	15.6757	9.85287	18.2214
ALG3	60.9384	59.8668	63.4177	46.1162	26.9521	28.1863	22.2425	22.6309
ALG5	104.004391	84.97279	94.670079	84.06127	55.000883	62.726621	47.127327	76.68399
ALG6	26.1389	32.1065	20.6083	23.4436	11.7286	17.2994	12.0091	15.8086
ALG8	17.24318	22.05562	14.6793	14.590219	8.771202	10.347658	7.70064	11.561291
ALG9	15.1553	14.7255	12.8408	13.1477	9.04813	10.6879	7.48159	11.4194
ALK	0.2438642	0.343687	0.0909279	0.274768	0.213101	0.2333538	0.272587	0.2079965
ALKAL2	2.624443	3.13595	1.103585	2.448225	1.3315151	2.146773	2.448333	1.682879
ALKBH1	8.32677	10.3832	7.60065	8.62042	10.4132	6.95544	6.89365	6.69493
ALKBH2	11.7842	15.6273	6.43943	8.94259	6.114	10.8617	9.73592	12.3402
ALKBH3	9.971604	14.696701	11.359834	14.966249	10.54832	9.506648	10.372146	14.20374
ALKBH4	11.8873	12.0484	11.1188	10.7748	11.595	9.9426	8.57849	7.92383
ALKBH5	15.8853	22.9385	15.8334	15.7472	13.3673	12.6909	11.8705	12.7262
ALKBH6	43.935073	60.91989	27.947204	37.261906	24.343271	29.99708	29.639603	33.184044
ALKBH7	34.778	33.5973	29.128	23.6579	19.4017	24.5515	26.0455	29.075
ALKBH8	3.77395	6.87478	3.09121	3.97734	3.908523	3.664043	3.17224	3.58708
ALLC	0.0779911	0.0757588	0	0.160139	0	0	0.153137	0.0848204
ALMS1	9.94116	10.5756	5.35987	10.6768	8.01277	13.3806	8.40966	17.2625
ALOX12	0.399366	0.736351	6.08306	0.751696	0.4574	6.72294	0.386718	1.31984
ALOX5	5.507492	10.38329	13.30604	17.793405	12.153254	6.59515	12.247556	13.57857
ALOX5AP	5.58003	12.6319	17.6048	12.0963	20.1624	23.6195	52.6532	50.406
ALOXE3	0.0258348	0.175374	0.152528	0.323379	0.0980485	0.0782005	0.0501396	0.11064
ALPI	0.0935949	0.318231	0.182869	0.244921	0.315219	0.0964935	0.188499	0.248725
ALPK1	0.823168	1.37089	0.768236	1.93987	2.10872	1.85084	3.06841	1.89516
ALPK2	0.251143	0.338686	0.107419	0.411923	0.289969	0.208774	0.137292	0.186222
ALPK3	1.729691	2.619492	1.6535661	1.803342	1.064921	1.01131	1.0855285	0.962261
ALPL	2.91062	9.84875	2.16496	5.77549	20.6416	21.168	37.5727	49.6886
ALS2	3.3515709	4.2227688	2.025679	4.790882	2.553988848	4.84388014061	3.790298	5.199771
ALS2CL	0.720701	1.18087	0.513527	0.751991	4.24419	2.50706	4.5328	4.09634
ALX1	0	0	0	0	0	0	0	0.0847326
ALX3	0.1439294	0.268399	0.18326	0.409152	0.339449	0.292924	0	0.356645
ALX4	0	0	0	0	0	0	0	0.112923
ALYREF	113.713	140.792	87.3884	108.389	106.049	96.1237	108.44	77.3605
AMACR	8.92322	11.072	6.05069	4.39327	8.38047	12.236	7.62579	11.4386
AMBN	0.305109	0.211464	0.686428	0.838114	0	0.088236	0.169855	0.187658
AMBP	0	0	0	0	11.3008	20.3592	20.1533	17.9757
AMBRA1	15.236759	22.61629	9.951244	20.24147	17.2591	17.43095	16.59677	19.9556
AMD1	30.2806	34.8815	25.8343	25.2403	27.1963	51.4503	34.504	58.1893
AMDHD1	0.688744	0.445453	0.08068894098	0.21279499737	2.42112	2.938343	3.695536	4.31751
AMDHD2	7.10301	11.0714	5.31318	6.96118	11.0502	11.4354	10.9939	9.05457
AMELX	0	0	0	0	0	0	0	0
AMER1	3.6099820153459	5.6286220403141	2.00354090014049	3.803251093685	1.918905964276	3.322293521804	2.538296248261	2.736364
AMER2	0	0.231095	0	0.246748	0	0.144727	0.0464418	0.256628
AMER3	0.0180569	0.104985	0.0177671	0.16992	0.136934	0.12729109	0.122359	0.2120186
AMFR	89.2294	115.637	60.8567	85.8946	113.969	95.6312	104.199	104.578
AMH	0.299071	0.0967495	0	0	0.0630986	0.202036	0.194514	0
AMHR2	0.0418361	0.243549	0.164709	0.0434257	0	0	0.0814842	0
AMIGO1	1.65661	2.30872	1.15449	2.70715	1.96429	2.86849	2.5906	2.02711
AMIGO2	0.153392	0.148776	0.120759	0.287578	0.271708	0.929422	0.536438	1.31573
AMMECR1	4.6386	2.66234	1.32565	2.3757	5.24058	10.5127	4.42809	10.1119
AMMECR1L	27.08925	24.26086	19.65444	26.08835	16.4184	20.19121	14.53639	20.36505
AMN	0.200844	0.195027	0.131841	0.0689625	0.169577	0.0680479	0.458951	0.217703
AMN1	9.95676	14.98712	9.10413	14.42418	13.43387	12.07988	13.76467	14.97557
AMOT	0.86342900208137	1.38774	0.836566	1.105992	0.694860000137314	1.88328900034523	0.8101783	1.395339
AMOTL1	24.0376261155289	48.24807715253	25.072334833863	35.107777413376	23.268294668777	35.6759237659691	21.5379155747661	28.418529707516
AMOTL2	4.72317	4.27412	3.976743	5.192369	3.647004	3.73371089	2.8577880766419	5.93802
AMPD1	0	0	0	0	0	0.037222275	0.107449145	0.03954946
AMPD2	24.75477	27.20603	28.5368	28.51033	26.09772	32.65593	31.38243	27.115
AMPD3	5.243658	4.46086419744	3.647668	5.18191091	15.041974	22.328076	14.548014	27.40176
AMPH	0.146786	0.191648	0.0314413	0.0325714	0.4984830078945	1.177775	0.87359806842	1.8184978988
AMT	8.03913	11.3898	5.21016	8.32296	4.69952	6.74307	5.67834	5.5532
AMTN	3.2	0.866275	0	3.367	0.672452	0	0.52496	0.194515
AMZ2	10.706352	15.99891	4.135	10.41734	7.98717	8.275699	7.85777	9.2029
ANAPC1	19.40813	23.8667	10.7658	16.92853	17.22069	19.38199	15.3667	17.8119579322
ANAPC10	21.97471	34.699247	17.349395	21.733291	21.54641	21.221182	14.529729	21.640027
ANAPC11	77.781	101.08	62.2922	104.689	81.5833	70.1344	95.3673	62.8667
ANAPC13	62.55623	74.74267	45.458572	69.4275	94.90717	86.90852	83.73369	94.93112
ANAPC15	68.78312	82.98536	41.44782	63.2292	54.38954	40.12797	50.98303	37.73978
ANAPC16	69.228327	104.91779	74.41241	72.7296	66.35898	58.795846	36.15309	57.057158
ANAPC2	52.0603	58.9459	42.8247	50.6671	64.4482	55.1389	62.1241	60.3367
ANAPC4	27.4599	29.9883	14.6029	19.452	29.7933	29.2226	25.5143	27.9899
ANAPC5	23.6201	28.15207	14.815031	24.26299	30.60278	28.835603	26.32268	28.9362
ANAPC7	36.11923	46.08032	26.6035	31.69557	26.64015	33.023923	24.17524	28.63377
ANG	4.10715	3.4172	5.76116	2.851908	5.493002	9.93631	10.99242	13.500197
ANGEL1	1.2068	1.0059	1.2499	0.796183	8.447881	6.40623	10.40422	4.940533
ANGEL2	30.738871	41.4647	20.180876	27.78611	21.724568	25.158918	19.94764	27.83397
ANGPT1	0.365435	0.2164888	0.2596184	0.1908727	3.055077	5.78964	3.678756	5.815246
ANGPT2	3.61769	8.97164	2.38471	3.55096	1.68423	1.17255	1.36037	0.512832
ANGPT4	2.12367	1.83048	1.5556	2.21672	2.83567	3.18904	1.80801	2.8276
ANGPTL1	1.27905	2.21039	1.4949	1.49445	0.404675	0.161724	0.116726	0.17252
ANGPTL2	4.16117	5.51526	4.94094	5.5526	8.38801	13.9439	12.3883	11.7975
ANGPTL3	0	0	0	0.0669125	0.657703	2.57246	1.3345	2.39102
ANGPTL4	3.70349	10.828	5.60845	3.09959	4.44751	5.33827	2.26857	4.34905
ANGPTL6	0.495552	0.72168	0.609882	1.02248	0.470641	0.12581	0.727149	0.469295
ANGPTL7	0.0499097	0.145313	0.0982602	0.0516785	0.0631804	0.2023	0.0486922	0.0538221
ANGPTL8	0.542298	1.05589	0.534629	0.547418	0.171939	1.11326	0.67189	0.895978
ANHX	1.77746	2.56752	2.60466	1.72322	0.749813	1.47819	0.845814	2.3779
ANK1	0.148043	0.562755	0.1007371	0.2264178	100.531336	94.018036	130.506598	60.110841
ANK2	0.147339	0.092827226734591	0.0386516084172	0.0374713	0.5787157411326	1.12600325098347	0.712388954626	1.07653503190651
ANK3	0.0873834	0.2421048591933	0.0376217	0.08837316	0.31606099907	0.7100534	0.51969695095	0.774029385336312
ANKAR	0.139804	0.321905	0.154741	0.39579	0.0663081	0.306561	0.203119	0.298616
ANKDD1A	1.7902330343346	1.25497000046865	0.2173890144092	0.6981190336421	2.19389843	1.7059	1.485181456	1.871919
ANKEF1	0	0	0	0	0	0	0.0721895	0
ANKFN1	0.322241	0.355551	0.1924	0.365245	0.101693	0.133003	0.131246	0.209025
ANKFY1	8.07819	11.7044	5.35645	8.48827	7.25681	10.4932	5.9861	9.1909
ANKH	18.1683	17.3753	12.744	16.5644	43.4394	36.0271	39.605	29.5199
ANKHD1	22.0602459	27.7010424669	13.139295428	20.3486577588	14.650471	20.3251940330555	12.7571180282895	19.431292
ANKIB1	7.21427	8.770842	4.55674	7.495334869	3.969954	9.15877	4.037854	8.964427
ANKK1	0	0.0368463	0	0	0	0	0	0
ANKLE1	6.53658	7.96619	2.91895	5.03687	27.6124	24.94377	51.5506	17.51936
ANKLE2	19.173162	24.050253	13.426915	19.15769	15.2954810541281	21.791590047628	13.16105	18.281823
